,min_01,max_01,mean_01,std_01,min_02,max_02,mean_02,std_02,min_03,max_03,mean_03,std_03,min_04,max_04,mean_04,std_04,min_05,max_05,mean_05,std_05,min_06,max_06,mean_06,std_06,min_07,max_07,mean_07,std_07,min_08,max_08,mean_08,std_08,min_09,max_09,mean_09,std_09,min_10,max_10,mean_10,std_10,min_11,max_11,mean_11,std_11,min_12,max_12,mean_12,std_12,y
3371,19349,19759,19612.088536812676,74.62001029011535,13730,15630,14678.198508853682,318.7412695916965,9634,13582,11868.638397017707,620.2720983193115,5538,8765,7312.6477166822,606.2807435633724,8290,14614,11798.078285181733,1105.3754067151929,17416,31571,25634.63560111836,2419.064081287558,21184,38780,30716.979496738117,2991.633000992459,16662,41025,30303.357875116497,3757.8822733564043,6226,7733,7088.560111835974,352.026928528109,147,229,191.1295433364399,22.866381054947873,9716,20840,14993.311276794035,2293.4492042759907,3834,9339,6419.8303821062445,1131.7828643889507,1
2115,19153,19398,19264.70472440945,68.99911143815375,13156,14467,13888.377952755905,283.1079460563024,8962,11649,10215.633858267716,610.5241034560894,5063,6914,5920.165354330708,440.6173507969241,6717,10666,8582.61811023622,910.2470114626819,15909,29933,21539.614173228347,3321.029377576816,18841,37797,27010.925196850392,4625.411535459007,14434,38485,26461.88188976378,5712.859170967705,6373,8126,7097.358267716535,596.2331045416129,164,229,199.748031496063,14.466887798752195,7651,14172,10448.094488188977,1484.0146147861058,2785,5210,3876.732283464567,571.0789684188837,0
2154,19595,20644,20010.552631578947,200.75654463148402,14188,15810,14881.131578947368,337.40418427188126,10781,13304,12053.53947368421,543.3770404525305,6357,9683,7912.899122807017,752.8797045165414,10371,15515,12304.55043859649,1075.072397439656,21872,30523,24469.195175438595,1506.7902548112884,25477,36028,29055.18640350877,1715.3247001940586,22036,35979,28314.947368421053,2283.6502888942427,6341,9060,7325.708333333333,594.9278413570704,180,213,188.57236842105263,8.56753509175635,11485,23462,16594.31798245614,2556.4000571032175,4604,11665,7464.1140350877195,1420.6820962393192,1
4210,19448,19824,19568.285412262157,84.23246888630327,13615,15335,14444.548273431994,277.3111550302424,9797,13418,11350.162085976039,572.5364387775999,5636,8077,6700.522903453136,382.07533322327004,8946,14729,10808.350246652572,871.8120093534292,20627,35209,26704.594080338265,2270.158412200266,25460,43319,32833.575052854125,2898.5315828339017,21266,44695,31689.00281888654,3992.2312390913467,6357,9372,7274.202255109232,545.1709541427003,180,246,207.9154334038055,15.8590037520003,10387,21872,14593.650458069063,1698.8124942163063,4063,9404,5712.164200140945,767.71437713745,0
732,19267,19464,19375.062111801242,50.54432768747454,13254,15352,14422.683229813665,518.4615611015718,9011,13795,11861.639751552795,1264.2764830133317,5177,8651,7023.341614906833,975.7903571912638,8454,16154,12401.366459627328,2069.393344924522,16318,34734,26997.987577639753,4802.69984628545,21184,42450,32415.186335403727,6004.478017564537,13140,43335,31836.27950310559,8016.921654230929,7340,9240,8009.217391304348,463.4433732339226,197,213,202.86335403726707,7.709393233577927,8765,20250,15088.919254658385,2948.2227512512886,3342,8601,6137.621118012423,1356.7046893898519,1
839,19644,20922,19934.103072348862,261.92665978196055,13910,16253,14746.654112983151,343.5669368904876,10158,14926,12304.26560951437,772.0399084467974,6160,10977,7502.776015857285,691.1202518784806,10682,18628,13104.905847373637,1386.7878558172197,24248,42581,32610.002973240833,3433.383454477776,30081,52969,39964.05946481665,4299.471855507995,24215,57310,39342.86917740337,5831.767321311964,8913,11862,9914.893954410307,644.3187916748769,197,246,226.99702675916748,15.595830269152698,15974,29163,21279.256689791873,2757.7749797557167,6209,12976,8580.349851337958,1286.2772504469328,0
3729,19693,20185,19941.912611717973,89.5253305836865,14172,15991,15018.644488579941,300.19544564799287,10764,14254,12289.786494538232,614.1088853249724,6570,9437,7883.029791459781,560.7447214267828,9732,15843,12521.378351539226,1167.551170909106,22216,34602,28258.607745779544,2079.0081571836436,28557,42024,34317.106256206556,2321.2023640190214,27099,44875,33589.21847070506,2840.346476609173,7029,9093,7810.1578947368425,407.4981139887717,180,213,186.9950347567031,10.123908362390141,12337,25067,17208.40119165839,2330.1647115254964,5046,11174,7373.829195630586,1111.4931879564238,1
3856,19644,20021,19793.939741750357,65.91066591332903,13992,15188,14699.051649928264,199.74637484065542,10256,12632,11486.09756097561,349.27769979236206,6275,8257,7349.80631276901,313.8939106807338,9552,12992,10901.261836441894,498.3711714726491,20938,28491,24518.92969870875,1260.9666787542817,25690,34471,29977.870157819227,1540.742144839826,22511,35995,29211.79411764706,2107.840418071828,6209,7537,6867.7395982783355,256.9768822038533,180,246,216.47919655667144,18.680464494502687,11387,19628,14267.833572453372,989.3739399043433,4719,8749,5976.7604017216645,449.75237246527746,1
1421,19415,20676,19897.519897304235,313.0045799383407,13812,16072,14753.531450577664,461.62726627079564,10256,14156,11921.87676508344,818.8545979551922,6111,10666,7538.261874197689,900.0341874676807,9683,17989,12272.666238767652,1673.1763069300225,18776,40501,27218.42747111682,3785.023210197754,22233,51494,33161.54428754814,4790.492533418348,17498,52887,31888.454428754812,5410.311701983685,7389,11747,8885.682926829268,960.5040000564417,180,262,219.90500641848524,19.999966960016607,11665,26411,16322.645699614892,3620.766514038485,4440,12271,6916.120667522465,1850.1496975333478,1
3665,19890,20267,20121.697068403908,79.18536426152151,14057,16515,14989.254071661238,424.2802995439942,10371,16171,12461.224755700327,987.7687808736357,6259,12009,7966.820846905537,933.0992928835274,10666,20922,13910.973941368078,1689.7686654224071,21594,41615,29076.74267100977,3482.9485050500894,25215,51134,34992.15635179153,4281.212879720239,19742,50937,33239.23127035831,5725.346921363524,7471,10109,9204.348534201954,571.1147956359285,213,246,233.39087947882737,9.654131866354764,14942,31178,20133.609120521174,2809.140204333723,6324,14057,8635.114006514657,1399.1196545862047,1
2506,19595,20201,19747.479838709678,125.46074600077412,14139,15646,14686.01814516129,274.066799444679,10748,14041,12011.667338709678,594.309985693098,6439,9929,7452.709677419355,588.7268148190574,10273,16875,12695.320564516129,1230.7352199041777,24625,40746,32965.12903225807,2911.190206570939,30375,48791,41322.74596774193,3627.118188147471,27115,57130,40779.91129032258,5119.086423049207,7881,11534,9820.407258064517,753.7516219073533,197,246,226.75604838709677,9.806749841271143,13451,29917,19739.038306451614,2927.404660258568,5046,13156,7718.5786290322585,1455.6119424084125,0
2352,19562,19955,19769.846153846152,113.42360451113638,14090,16269,15088.399267399267,415.62695252168976,10142,14876,12602.040293040292,902.4674409046314,6128,10273,7980.919413919414,821.81379455434,9945,16171,13245.274725274725,1420.3870266509773,21414,37011,28014.699633699634,3504.018362728264,24051,44285,33532.820512820515,4361.499280230063,20709,49135,32928.16483516483,5160.484522919423,7143,9306,7818.424908424909,445.0468169414093,213,246,235.5897435897436,11.338296362466377,13222,24117,18889.28205128205,2871.2241223457486,5259,11305,8344.47619047619,1520.2919520264772,1
1390,19284,19529,19375.684210526317,76.37673958662286,13549,14729,14274.089068825911,213.01276349288045,9945,12108,11279.566801619434,464.59556504535306,5718,7225,6524.700404858299,293.2508276110622,9552,12271,11027.125506072874,622.18358821702,28295,39059,34815.68825910931,2492.521347551471,36683,49921,44797.27125506073,3069.952564500474,28885,52428,43415.866396761136,4900.150695274706,9945,10944,10389.097165991903,259.67441205357375,180,213,198.92712550607288,8.517352675308462,15778,20332,18645.61943319838,1071.8278878443184,5538,7291,6585.4817813765185,425.1283953138038,0
2619,19235,20250,19490.901960784315,250.062551382646,13500,15433,14290.664215686274,341.6806895647509,10174,13861,11134.247549019608,744.8084106811924,5767,8733,6563.39705882353,576.8028677344138,8683,15417,10605.539215686274,1437.3631267936616,20398,38829,26243.36519607843,3984.1525154217716,25411,47841,32609.004901960783,4645.454122039735,22888,48709,31722.24019607843,5439.907441466041,6455,11256,8241.541666666666,1122.158947808305,164,229,204.68627450980392,16.389248264326902,8618,23183,13108.237745098038,3248.218828631062,3244,9814,5135.188725490196,1455.3803832575609,1
4391,20086,20775,20390.61012658228,122.93516310572855,14795,16662,15501.44746835443,265.26210901848106,11714,13943,12689.04430379747,374.7080221114059,8208,12206,9639.932278481012,667.0662074791612,12583,17580,14703.079746835443,834.3832293300709,25706,31555,28283.88924050633,1149.5874448812222,30703,37666,33992.123417721516,1373.944376588055,28753,39567,33684.086075949366,2104.878789963696,7618,8651,8055.886075949367,234.9892449648681,180,246,213.22025316455696,14.351098222403477,20332,29016,24414.82594936709,1672.9291118804956,8880,13812,11060.133544303797,899.7585832406858,1
3176,19382,19693,19497.403010033446,69.83690836659304,13533,15319,14338.147157190635,247.18894865683677,9650,13631,11208.57525083612,566.0893486825438,5849,8487,6607.157190635451,422.8439769026039,9011,14795,10735.60702341137,935.7721407562606,19955,34291,26596.16220735786,2827.874522764074,23904,42745,32706.202341137123,3734.9346769385224,17055,42106,31701.978260869564,4623.537694294727,6422,8094,7340.01839464883,312.81787257247197,180,229,196.3160535117057,14.046343856305738,9896,21430,14080.971571906355,2068.716058645765,3719,10125,5509.921404682274,992.7900646923664,0
2547,19448,20431,19727.771145975443,139.81385188299234,13386,17072,14768.276603001364,448.52649563143166,9126,16580,12755.382332878582,963.3673488561017,4997,11944,7533.830150068213,916.6970886417504,7340,19136,14188.079809004093,1665.22211085707,15974,45989,37742.179399727145,5474.281197952388,18071,56606,46900.1087994543,7218.663525017102,13222,60309,46459.696793997275,7972.193860795771,7061,11845,10446.387448840382,1155.1299956755156,180,246,216.8806275579809,18.153978172308662,8503,31916,22239.457366984992,3433.1142996654144,3080,14647,8510.136425648021,1551.4731706102355,0
3874,19513,20283,19738.51530612245,153.90256029398063,13762,16400,14551.38605442177,358.5124153811017,9797,14467,11526.404761904761,722.7001001848943,5718,10862,6944.756802721088,727.7970233393472,8405,16466,11231.845238095239,1109.0382109105335,17006,35979,27609.462585034013,3499.5944454484616,22282,44449,34019.31462585034,4498.887763680513,17072,47333,32785.054421768706,5699.419612153997,6898,9699,7958.2959183673465,560.8635295924292,180,246,223.70068027210885,13.543035444871263,11190,26837,15500.82142857143,2511.256751750861,4506,14008,6181.872448979592,1353.4224842249248,0
580,19431,19726,19587.577449947312,73.1170486291752,13680,15057,14404.028451001053,231.2310396791237,9929,13091,11565.26870389884,547.9856074814879,5734,7504,6660.4172813487885,315.285520919301,9191,13697,11290.506849315068,738.7759642820864,27164,48660,35095.481559536354,3877.653246573371,34701,60620,44388.08640674394,5280.658820988386,29294,63897,43895.79662802951,6875.537738736169,9060,12222,10397.193888303478,525.6602555271178,180,246,203.28661749209695,16.448214870812162,14549,26345,18652.611169652264,2027.74226957586,5308,9650,6785.573234984194,739.361134641599,0
2490,19333,20644,19735.678187403995,283.65035778033337,13648,15810,14501.509216589862,283.62325375163493,9797,15024,11615.124423963134,647.498614748216,5620,10600,6923.654377880184,553.9461164230588,8880,20316,11637.785714285714,1574.93636601617,20725,42549,29419.84331797235,3258.7967458009807,25985,52985,36604.40476190476,3953.3361666006144,19431,49528,35433.200460829496,4488.165063415868,7045,13173,9200.964669738863,1202.4682866165715,147,246,209.19354838709677,24.896671654097858,10633,30621,15839.13748079877,2909.5349574292836,4063,13402,6143.105990783411,1412.3162032244684,0
1417,19742,20086,19889.85128205128,89.77717964792518,14156,15270,14716.133333333333,251.23857834310246,10535,12665,11680.189743589744,518.5907826936437,6554,8946,7559.379487179487,521.0296114324796,9716,14090,11723.697435897437,1107.8056738521727,19824,29605,24482.610256410255,2700.0272898710955,23707,36208,29584.169230769232,3463.594135499064,21266,35995,28471.25641025641,3843.667753711349,6930,9142,7807.48717948718,550.5600631801836,180,229,207.7025641025641,13.406609299616271,10715,20234,14985.779487179487,2363.232275353299,4489,8814,6410.169230769231,1080.5277471618153,1
2828,19611,20365,19780.33827893175,165.93273311047673,14401,15892,14777.569732937685,226.45904517870804,11829,14483,12493.836795252226,463.43849691898146,6947,10453,7414.367952522255,532.9313437331272,12583,19382,13891.59643916914,1104.3628977102376,33931,39223,36385.359050445106,1180.457080355115,41140,47300,45001.6587537092,1566.5973463429502,37765,49463,44499.96439169139,2091.210879455304,9240,11944,10672.816023738873,564.9320974755077,180,229,208.10385756676558,10.31080286603929,18071,33161,21449.55192878338,2591.3899145902187,7029,15204,8231.20771513353,1475.5782143440274,0
3279,19349,20119,19579.038130381305,168.5848479092887,13713,15499,14349.750307503075,323.5490961267802,9453,14074,11138.60639606396,790.333815569656,5800,9126,6656.131611316113,503.16305158387723,8225,15909,10408.814268142682,1398.8890922589062,14188,37470,24915.674046740467,5652.67660017385,16630,46776,30773.142681426812,7381.004227005713,12550,52166,29741.68142681427,8237.996071999243,6406,10502,7544.291512915129,973.4745773047166,180,246,208.99138991389913,19.839607152544083,7979,23101,12870.60885608856,3157.055889015403,2965,10486,5072.2718327183275,1289.684790825382,1
3655,19382,20676,19605.840029761905,218.15947606924763,13812,15515,14341.941964285714,278.1864866132732,10076,13123,11142.58705357143,500.55763384712066,5849,9388,6570.8921130952385,490.73314121850143,8880,14418,10444.645089285714,950.5755734887073,18530,30228,23824.61011904762,2248.857672602647,21840,38158,29018.152529761905,2824.035148618636,18677,40845,28128.06324404762,3831.659798407517,6029,8896,6793.426339285715,485.6841629920025,164,229,194.25818452380952,13.163277799177981,9257,25313,12817.579613095239,2601.6889571341267,3670,12517,5153.395833333333,1382.8162600612497,1
2632,19529,20480,19992.362573099414,264.96431979225014,14090,16711,14774.040935672514,442.0883105756841,10715,15827,12205.38596491228,794.6513838101084,6455,13336,7627.93567251462,1104.4075872018411,9814,18972,12942.888888888889,1803.1149313037645,20332,32980,27422.187134502925,2402.8502422369365,25100,40976,33047.19298245614,2857.448514914897,23298,42975,32229.625730994154,4215.287145565748,6472,10748,8634.152046783625,1228.266353113899,197,246,221.31578947368422,12.911970820080205,9978,34602,18721.3918128655,5279.9333056374635,4080,16498,8135.251461988304,2747.0177153742084,0
2276,19431,19792,19650.87671232877,100.22977417514394,13730,16351,14908.82191780822,752.1956295342229,9716,14450,12234.470319634704,1367.6223986812968,5898,10944,8243.55707762557,1623.2167595760673,9306,17776,13041.835616438357,2571.8565936449195,20201,37830,29367.260273972603,5224.952918083033,26771,46972,36441.30136986302,6043.676957734437,18415,51445,35493.86757990868,8400.109757154165,8847,9470,9060.917808219177,136.42946093392442,180,229,204.87214611872147,13.17816446557887,13140,34324,22361.71689497717,5795.369642986285,5194,17072,10228.173515981734,3349.6291782811813,0
3837,19513,19726,19649.51007751938,56.48018359348419,13877,15253,14611.73023255814,233.33985946731215,10502,12697,11650.792248062016,398.0728501774953,6226,8323,7042.201550387597,376.8416191041923,9879,12419,11340.007751937985,572.5342533488603,22626,32292,27043.38914728682,1719.5246969578861,28262,41058,33132.649612403104,2080.795247056824,23003,39387,32182.88527131783,2821.9385753895212,6341,7766,7331.775193798449,266.3377595748489,180,229,210.26821705426357,13.5388386737954,12124,17350,15064.258914728682,1063.960924678267,4932,7405,6050.280620155038,538.6256127494245,1
2644,19710,20054,19882.142131979694,78.05972008675916,14270,16154,15100.652284263959,322.1027178085513,11600,15532,13560.27918781726,701.6570873632334,7078,10027,8186.5,524.0726702524983,12419,18317,15828.644670050762,1196.367972455497,33079,45399,40521.47715736041,2290.3804941218496,42221,55508,50213.868020304566,2802.107918088063,39436,58818,49882.789340101524,3972.800846669454,10158,12665,11750.434010152285,542.8390605375962,180,279,224.46954314720813,32.56099838038333,19628,27377,24211.903553299493,1627.471920999621,7815,11321,9580.027918781725,775.3022641159926,0
951,19218,19546,19413.714861751152,65.2261038069731,13140,15073,14332.758064516129,229.56104976368297,9208,13467,11854.607142857143,527.3659908355803,5177,7848,6677.175115207373,355.8353470630156,8061,15106,12613.962557603687,848.7622746939742,22069,47578,39235.20276497696,3968.718945785594,27230,62422,50250.434907834104,5438.09782701431,21266,65420,49946.43310265282,6305.736324844699,8339,13173,11226.650921658986,911.4616661866378,180,246,202.81854838709677,17.125987521426733,11665,27230,22501.561059907835,2287.2133452795088,4358,10076,8104.815668202765,809.6410548389791,0
1938,19759,20316,20080.924242424244,146.94876217659734,14024,16056,15199.40909090909,419.53171262391277,10174,14483,12597.60101010101,994.9225376674185,6095,9830,8379.343434343435,873.1654379628477,8470,17105,13602.979797979799,2024.851182858432,15761,34734,27331.39393939394,4211.904662408184,19103,42024,32751.090909090908,5132.81854776309,17219,43302,31968.41414141414,5598.852483457408,6914,10273,8387.742424242424,937.6438660351355,213,246,236.5909090909091,9.491586821268346,9355,24297,18391.62626262626,3906.9267135651344,4063,11321,8475.29292929293,1855.9409998705532,1
995,19153,19349,19251.350580781414,47.077051662368355,13386,14795,14025.043294614572,225.66434883864486,9535,12173,10556.154171066526,506.64423793648234,5226,6914,6059.806758183739,289.35446784894725,8094,11682,9400.272439281944,737.3359217982617,19562,37404,25230.511087645194,3847.642622902099,24297,48742,31968.95248152059,5190.214268909607,20840,51625,31114.95459345301,6061.285459921891,6750,8683,7790.767687434002,504.54253422257847,180,246,200.0337909186906,14.812553492276907,8405,17875,11729.228088701162,2093.5881878358678,3195,6341,4351.700105596621,687.4376022984509,1
3985,19628,21004,20216.84198192166,265.1751279473824,13648,18727,15644.323401406093,742.8413982929495,9191,18301,13595.534315366589,1314.2562895624255,5783,15745,9742.340140609307,1763.7441155473587,8634,21921,15988.648476732507,2501.5933417937695,17596,42008,32499.437227987946,4346.507220370466,20873,52412,39429.215600937394,5544.204233694767,14123,55787,39482.93003013056,7279.629917446147,7176,10240,8998.029460997657,678.0247600902376,164,246,211.60026782725143,19.461212054201386,12878,40517,29422.636089722128,6430.679950559255,5046,22773,13723.314362236357,3642.9950588675424,1
3039,19480,19923,19655.14087759815,115.7944783478815,13631,15302,14599.385681293303,274.48205514031486,9797,13287,11887.986143187067,681.6043902753494,5947,9077,7228.267898383372,601.3426757521893,9945,15843,12421.515011547344,1150.64514904141,24871,40451,31692.346420323327,3202.4579445983936,31834,50609,39333.274826789835,4224.664528079911,26542,51674,38595.37413394919,5809.621592418112,9355,10699,9669.16859122402,297.03108558419797,197,246,222.2147806004619,13.29632304346255,14860,24739,19283.34872979215,2045.6420847488484,5439,10010,7360.993071593533,979.5946196716484,0
3187,19562,21708,20772.571078431374,582.1864138212542,13549,19546,16403.501470588235,1255.7014878021073,9503,17416,13993.682352941176,1617.8005751825933,5603,16711,10970.474019607844,2554.195900925654,8831,22266,16063.512254901962,2900.9729831333184,17318,37781,29538.191176470587,3675.5861941075877,20725,46251,35353.23627450981,4638.855920486979,14205,51085,35366.74215686275,5745.852490308089,6930,9601,8396.636764705883,697.5387296305711,180,246,206.91372549019607,19.075916647035456,11403,42319,29881.276960784315,8227.206731879116,4407,24739,15645.7,5332.544874396368,1
2087,19267,19873,19518.89025893958,158.83680615711174,13517,15368,14313.448828606659,274.70909762620386,9650,13631,11721.149198520345,793.8491914561354,5489,8618,6702.875462392109,497.31696708245414,8946,15794,12002.115906288533,1343.3456095744757,22429,37371,30526.827373612825,3955.462581865487,26738,46251,37526.52281134402,5013.362620034634,21168,48381,36648.046855733664,6850.106624335049,8520,10322,9204.898890258939,545.3845459585451,164,229,195.1849568434032,12.19085062884693,10993,22970,15856.922318125771,2628.1706019265807,4030,9372,6000.5006165228115,1129.1813729678563,0
3343,19431,19873,19563.918895221395,75.58380118797714,13664,15483,14507.718106093818,193.0656912350182,10092,13926,12029.130206049978,481.5030984465125,5685,9060,6799.990355107409,331.0212816467099,10060,14156,12408.101709776414,685.5706277734214,26443,43253,35320.746602367384,2822.4799180868554,31866,54001,44164.92108724244,3948.0412242048474,21364,56491,43051.014467338886,4663.744797238269,8028,10551,9680.512932924155,564.5187472422281,180,229,190.38053485313458,12.265649681074828,13992,21643,18000.210434020166,1512.0766281842173,5128,7963,6618.013590530469,562.9126190182799,0
239,20185,20496,20291.975609756097,70.88461520956916,13648,14975,14304.131707317074,295.62507108359847,9683,12468,10798.536585365853,606.7649160059086,5603,7520,6374.814634146342,462.32676099505994,7930,13484,9968.375609756098,1348.664224566155,17252,31031,22956.219512195123,3349.3352373720672,20906,38223,28008.365853658535,4133.063700099229,16793,38748,26505.536585365855,4933.2789704091365,7569,9290,8329.165853658536,433.72334871928587,197,229,213.0780487804878,6.221422948957543,8569,17236,11674.531707317074,2194.1499615734324,3506,7340,4762.69268292683,947.7262433770022,1
151,19185,19529,19374.314904978797,60.678574220939176,13304,14991,14166.379927752474,220.3075509072949,8929,13418,11186.438511072718,505.5446390536381,5128,7520,6360.495994974085,320.7631923170872,8143,14450,10854.729542955865,833.2653605120091,19611,44318,36097.592900895244,4230.65131471429,24690,59440,47148.097534160515,5892.2935038955875,18530,63012,46694.246898068166,6988.573953837622,8192,12665,11020.32040207319,1018.5960768161831,147,246,208.1044447934663,20.158066844302773,8978,23134,18704.197895398145,2613.0566672625155,3555,8356,6624.000628239359,889.610378254305,0
1161,19415,19693,19535.53149606299,63.36409748838612,13697,14942,14142.429133858268,206.9682088297112,10043,12468,10883.958661417322,477.0967071529219,5767,7635,6298.606299212598,316.3097482069018,8569,12321,9933.570866141732,900.2807812763028,18055,29360,22319.26377952756,2523.3448300237847,21250,35880,26590.456692913387,2956.7603966841966,19169,36306,25264.43307086614,3006.0470416123953,6373,8290,7310.435039370079,470.3671058695044,180,246,196.9015748031496,13.445799532904324,8143,17596,11351.401574803149,2101.3247331179605,3211,7799,4620.952755905511,945.9859736459758,1
4175,19611,20562,19999.09658344284,199.26981161261583,13943,15876,14761.684625492773,335.3309627022303,10191,13844,11693.122864651774,688.2882641566412,6193,10338,7524.507884362681,689.3602074874502,9077,16957,11877.411957950066,1549.4594917662155,21119,41123,28290.80026281209,3472.2805089033036,26050,51707,34971.3258869908,4373.188528629686,22249,50380,33486.62746386334,5007.937376137937,6406,10879,8503.103153745073,802.6571430936779,164,246,198.9106438896189,16.386187084879616,11387,26558,16341.865965834428,2847.3331657543836,4440,11518,6634.3219448094615,1351.642181772726,1
2742,19349,19923,19496.84605263158,110.82232691255413,13615,15171,14261.526315789473,221.83695848434382,9994,12845,11045.444736842106,391.19722055126624,5718,7569,6444.984210526316,263.08863778133764,9404,12190,10204.644736842105,460.95880350084514,21004,30687,25685.648684210526,2007.0499925586926,25935,39124,32040.51052631579,2581.210240401265,22642,42057,30959.926315789475,3698.856686420265,7094,8569,7481.710526315789,289.0427857505872,180,229,191.35,11.970187748604536,10158,16695,12649.615789473684,1106.3281300453496,3850,7143,4821.114473684211,432.73783092864466,1
2394,19579,19873,19768.872403560832,74.20491544247773,14205,15352,14812.062314540059,186.71082141911054,10830,13058,11950.074183976261,326.06773315304076,6554,8159,7509.449554896142,266.0613168235678,10486,13615,11987.480712166172,482.38233024851917,25477,38911,28542.24777448071,2559.752642335411,31555,48086,34805.59347181009,3337.9707522305675,28606,50396,33936.611275964395,3693.1577331291933,7651,9044,8209.424332344213,360.819197843693,180,229,199.66172106824925,13.183416905754028,13009,20529,15698.847181008901,1371.3271665487434,5194,8192,6536.002967359051,554.6323721533507,1
1968,19300,19972,19571.41893673111,129.5639826125826,13467,15925,14437.818980667838,320.2180704810104,9060,13779,11434.070957820739,721.6477931539272,5161,8978,6661.1561950790865,456.92458987404945,8372,14663,11211.19925307557,1127.4416144907718,20758,45121,31850.092047451668,4302.891523316688,26755,57392,40299.1012741652,5660.346386245553,17170,59915,39059.92662565905,6863.085629861106,7733,10862,9219.920694200351,760.7655932460437,147,246,197.06436731107206,15.494160561532814,10961,23249,17254.20276801406,2508.3883804349957,4080,10223,6437.60434973638,1078.5859875413842,0
1153,19366,19562,19460.763975155278,46.59996474926696,13680,14795,14373.265838509316,174.4227644502242,10060,12501,11307.326708074534,375.5231598349069,5964,7045,6547.016149068323,207.59767226061922,9683,12796,11020.514285714286,479.8735069944714,26706,36192,31291.72049689441,2038.6318936125795,32636,45891,39510.47701863354,2695.624928022711,28278,48676,38404.12298136646,3688.5979960114832,8126,9437,9009.51055900621,254.34651172200762,164,246,205.2,20.125901854720407,12861,18989,16292.859627329193,1180.6105679752184,4702,7094,5970.44347826087,445.13369989301896,0
1448,19513,20693,19841.01124567474,239.23808712302102,13746,16220,14575.307958477508,373.912851325666,9994,14991,11535.33044982699,763.1402217609473,5898,11108,7218.856401384083,782.4265811000822,9322,17924,11448.69982698962,1685.7528579119917,18415,34684,23464.99134948097,2952.4372993927545,21446,42286,28127.68944636678,3634.661662753686,16580,45956,27136.360726643597,4306.164467069754,6177,10813,7648.3693771626295,1030.7351003650383,197,246,218.3650519031142,11.131797254640121,9896,28885,14410.946366782007,4050.189475967899,4080,13009,6280.9541522491345,1952.1544709238076,1
1462,19546,19759,19618.787831513262,42.99967610598552,13893,14975,14526.098283931356,210.7922016459485,9929,12435,11560.889235569422,434.41327572657906,5734,7324,6735.594383775351,261.42590082492626,9961,12632,11286.179407176287,568.041502691752,20693,33996,27842.413416536663,2836.5832761336133,24756,41844,33939.71918876755,3705.833677757016,19349,41992,32889.75663026521,4377.842251621767,7192,8864,7745.279251170047,412.84539648003715,180,213,197.45085803432139,13.197450589863536,11452,16662,14167.733229329173,1156.7821265354107,4440,6554,5557.294851794072,417.2428206797013,0
2468,19431,19644,19568.957943925234,46.349476072779446,14090,15253,14657.518691588784,222.6480860267435,10322,12714,11704.11214953271,389.87426267132633,6013,8044,7216.913551401869,347.0396089644398,9781,12812,11527.778037383177,578.1688704770186,20693,31408,25463.869158878504,2272.9524793833257,24985,40026,30789.890186915887,3052.736564516108,23068,44105,30188.834112149532,3629.249119456992,6717,7569,7136.35046728972,201.67699625276714,147,197,168.7967289719626,14.571874347888674,11960,18317,14775.733644859813,1125.1171461702738,4850,7881,6284.235981308411,560.5272200404544,1
3871,19661,21053,20336.06832442482,259.7053130366786,13566,22249,15620.382756216593,777.9795328419111,9683,23691,14013.959563095515,1128.7909224212196,5767,26673,9953.560306762723,1875.2297833697596,9011,25444,17603.60097606321,1624.9401416155554,16662,45006,36268.151754589824,3628.0263319442743,19103,56147,43757.69579363235,4577.461272357075,14958,58981,43649.000232396,5183.51061634717,7422,11157,10207.628631187543,733.7152762249128,180,279,222.7313502207762,20.51003983109077,11321,41385,30333.595630955147,3819.533727074643,4833,27770,13545.819660701836,2619.48164683097,1
1098,19873,20381,20084.79574468085,140.30956952767406,14319,16351,14923.43829787234,402.23825825698555,10748,15008,11998.608510638298,782.9827366455891,6652,11272,7990.5787234042555,925.1643518019806,9683,18071,12546.744680851063,1686.5851949778626,19267,33964,25322.178723404257,3207.9290665034227,23363,40566,30197.03829787234,3872.9475325677513,21528,43532,29588.782978723404,4608.682545828136,7356,9748,8235.791489361702,653.3647144897977,197,246,222.03829787234042,11.244034885530048,11469,25788,17326.429787234043,3288.7354341309465,4768,11632,7610.7148936170215,1553.7009568752933,1
3473,19464,19628,19524.939909297053,37.252978014741714,13762,15155,14425.456916099773,205.90728067380348,10060,12304,11226.397959183674,392.3331387250723,6029,7356,6694.68253968254,243.40738112719754,8552,11731,10563.707482993197,603.5124368002504,18989,34947,28061.200680272108,2825.692616613191,23773,44564,35305.62698412698,3654.882100129609,22446,47038,34456.468253968254,4567.087254778078,6734,8208,7675.896825396825,348.0889088264258,180,246,203.56916099773244,14.80869241193847,9896,17154,14229.36394557823,1489.896216147472,3916,6308,5358.425170068027,462.0248709343822,0
588,19300,19579,19403.57907845579,80.76011654311401,13271,14811,13982.262764632627,271.0542940668582,9159,12550,10582.082191780823,588.2198979022197,5243,6947,5972.491905354919,327.3865240221619,7700,11452,9177.779576587796,742.4052643732974,19873,42303,26067.288916562888,4668.039826776631,24510,56475,33320.74097135741,6652.940786299321,19611,60980,32039.509339975095,7728.5727640822215,7045,10109,8424.387297633873,874.8292746096903,164,229,199.30759651307596,13.01704140542402,8913,19300,12382.261519302616,2349.2227635705153,3260,6734,4460.724782067248,744.5699822727645,1
