,min_01,max_01,mean_01,std_01,min_02,max_02,mean_02,std_02,min_03,max_03,mean_03,std_03,min_04,max_04,mean_04,std_04,min_05,max_05,mean_05,std_05,min_06,max_06,mean_06,std_06,min_07,max_07,mean_07,std_07,min_08,max_08,mean_08,std_08,min_09,max_09,mean_09,std_09,min_10,max_10,mean_10,std_10,min_11,max_11,mean_11,std_11,min_12,max_12,mean_12,std_12,y
3685,19480,20267,19797.622969837586,160.855761307155,13484,17268,14448.69837587007,469.9254514330489,9159,14647,11118.614849187936,831.2952603591042,5538,12140,6909.199535962877,926.8375049864117,7815,15630,10523.329466357309,1431.5373902921947,14532,32931,22705.92807424594,3425.6287819422632,18251,40484,27639.878190255222,4315.689598455893,12878,43548,25961.750580046402,4981.121619768176,6209,9601,7479.595127610209,791.2719207400613,180,229,195.15661252900233,12.737026851907014,8061,26263,13527.208816705337,3365.193138776432,3031,11649,5744.974477958237,1691.4896342110078,1
199,19153,19480,19354.196428571428,73.23496586563098,13189,15892,14705.994047619048,600.1679229006286,9060,15761,13010.244047619048,1738.3224689098827,4932,11174,7852.398809523809,1473.2229757199211,7946,20283,14333.592261904761,3247.513315682533,16253,45268,34011.145833333336,7565.937459196364,18464,55164,41440.607142857145,9613.44020018682,13500,58441,42313.0625,11439.429203636968,6341,9486,8526.205357142857,887.2996937444079,147,229,187.59821428571428,20.552687731819912,7782,27443,18234.11011904762,5213.854431465905,3047,12009,7580.729166666667,2398.7294766697937,1
3026,19349,19529,19444.301115241637,40.32915729499273,13795,14844,14284.197026022304,202.74802203043095,10109,12075,11090.89219330855,371.8033110831104,6046,7324,6479.0,246.29389764033922,8978,11698,10374.806691449814,619.1401278771951,21430,29802,25309.93308550186,1745.8919991929254,26181,37601,31351.977695167287,2081.6104519943055,24494,39124,30523.475836431226,2915.2556756861964,6947,7717,7182.509293680298,164.01066728801356,180,197,186.31970260223048,8.215613382899628,9257,14385,11618.970260223048,1061.3292180811382,3375,5325,4429.795539033457,457.8046277123255,1
395,19415,20201,19553.13723150358,112.88034028652896,13533,15384,14263.385441527445,206.31196642203278,9634,12566,11177.656722354814,417.039140477595,5439,7242,6339.488066825776,242.96198941054803,8880,12878,10141.087509944311,541.3026844203023,22970,37044,29744.707637231502,2571.5767487258972,27525,54394,37400.8583929992,3648.149956463963,21250,57441,36436.03102625298,4844.915905718537,7537,9863,8633.050119331741,407.81876643302957,164,279,219.40771678599842,23.03749054654004,11518,17760,14476.893794749403,1330.4645818051777,4161,6422,5241.690533015116,452.0948971577453,0
623,19316,19546,19445.675105485232,52.70686093657015,13435,14942,14265.139843279083,234.75330382475147,9732,12960,11187.66184448463,523.1460663023441,5620,7340,6432.889692585895,245.421880085455,8880,12255,10535.006027727546,681.4201264653791,23068,40124,30807.610006027728,3875.257105835878,28606,51773,38990.842073538275,5184.9001495064085,23183,57163,38029.986136226646,6031.6720948343045,7766,10469,9087.757685352623,646.530724289246,131,229,190.4038577456299,15.598167913593434,12124,20103,15512.468957203135,1718.053463348632,4538,7192,5584.444243520193,541.0438427507484,0
4139,19448,21070,19821.36950904393,363.1698307890762,13517,16154,14460.93023255814,434.5234852285793,9159,14369,10866.342377260982,998.7653206452192,5308,10781,6763.6989664082685,784.9827372311252,6750,16679,9699.211886304909,1766.1247176832353,10158,32735,19996.74677002584,5084.811988064302,11682,40222,24111.835917312663,6474.73186580408,9208,43204,23129.76873385013,8095.542949393968,5259,7471,6042.2583979328165,498.9558559135316,180,229,201.32041343669252,19.303657305256582,7815,28033,13217.130490956073,3519.4172236441677,3637,13779,5989.770025839794,1700.538644360079,1
3238,19742,21758,20767.34640522876,579.616003506813,14090,19939,16038.400145243282,1254.8731891248185,10223,18645,13712.69716775599,1656.9716101995316,6390,17432,10208.143064633261,2706.9496743466375,9945,23150,15589.954974582426,3030.23789091428,20824,43040,31140.72258533043,4327.425103472483,23707,54869,37509.21568627451,5706.385396941941,17776,58097,36772.52795933188,7114.281715306527,7405,10142,8959.255628177198,559.4066352853005,180,246,226.78939724037764,10.33663329132621,12992,40124,28255.285403050108,8198.069469101576,5259,23314,13976.300653594772,5473.666068604759,0
2557,19595,19677,19642.978540772532,20.818126459577577,13631,15302,14724.914163090129,337.9126298641773,9748,12976,11956.197424892704,734.880565807773,5882,7553,6956.50643776824,371.7094961517268,8798,13173,11824.716738197425,1044.4823210109314,21102,38879,32467.19313304721,5050.586749710145,24232,48774,40518.978540772536,6529.722156867889,21479,48414,39404.974248927036,7028.354708245471,8077,9027,8750.536480686695,202.05646535749517,213,246,233.47210300429185,10.289806754511192,10502,19267,15906.751072961373,2447.7161094840235,3948,6881,5800.8197424892705,777.2748433466147,0
685,19267,19480,19381.51565377532,48.684946053893825,13484,14811,14157.382136279926,202.29398590737813,9617,12288,10898.414364640885,423.59940109888805,5374,7143,6226.742173112339,268.6354437993229,8782,12304,10011.34714548803,469.23938309019275,21889,34275,26432.71270718232,1999.2756612745684,26198,42237,32816.27900552486,2688.0773484027013,22937,46219,31811.048802946592,4034.0647981856728,7389,9142,8112.8158379373845,343.55943291962564,164,229,191.5073664825046,17.677316391231702,11026,18202,13345.07182320442,1236.3151147589317,4293,6930,5040.778084714549,449.83571537536994,1
2231,19185,20119,19386.193488372093,171.01272291691976,13287,16449,14230.957209302325,418.8619576475107,9240,15270,11050.391162790698,812.7109930070233,5308,11485,6481.8223255813955,838.4841738680282,8175,16662,10340.44465116279,1413.1288272076765,17580,35504,24564.99534883721,3072.761413024727,20529,44203,30064.92837209302,4093.2211080664338,17088,46350,29229.218139534885,5218.8572424939375,6095,9322,7420.116744186046,723.2652900970481,164,213,190.17953488372092,11.122169345341653,8077,32440,12985.911627906977,3648.5872868001493,3228,15630,5219.325116279069,1881.4858039800554,1
3527,20021,20906,20379.594202898552,170.14246148329696,14827,16744,15640.818181818182,422.7238247695388,11354,15696,13414.486166007906,808.7735975055439,7733,13271,10022.371541501976,1163.88966196301,11567,21151,15784.711462450592,2030.950230235763,24641,37961,30725.090909090908,2666.1314057815976,29753,45465,36935.46903820817,3109.545967269041,27443,45449,36398.963109354416,3662.060415771108,7537,11190,9212.579710144928,800.2100209559911,180,246,209.70619235836628,20.41078407563595,15696,32669,22122.624505928852,3601.9306113661364,6586,15106,9912.533596837944,1777.6978617319735,1
3606,19611,20316,19810.539647577094,163.33744419074785,13730,15696,14667.471365638767,409.8719234998482,9732,14041,12206.30396475771,953.9285777216093,5587,9568,7320.38986784141,825.0368353722928,8733,17121,12899.493392070484,1852.8972095989552,23167,38125,33298.04185022027,3662.3640400272448,28786,47644,41718.740088105726,4680.476600259162,21184,49135,41157.6563876652,6548.1693935144685,8618,9912,9365.488986784141,318.19467154189084,180,229,209.01541850220264,7.475200124099722,13205,27377,20134.69162995595,2566.2865914908307,4915,12304,7858.0,1252.7597464713076,0
3569,19595,20529,20029.69837587007,197.4467932610098,13713,16236,15030.308584686774,567.249810869024,9470,14958,12444.635730858468,1292.2283886276753,5439,11764,8133.083526682135,1246.5067764899468,8175,19038,13415.412993039443,2373.963773205083,16990,37666,27495.538283062644,4965.445314101034,19431,45694,32917.19953596288,6356.2687753436085,14467,48627,32342.807424593968,8192.697175492234,7160,10223,8503.218097447796,738.417260010422,180,229,206.74709976798144,10.67766864057576,10453,32718,20314.273781902553,4923.615483414981,4227,15499,9136.716937354988,2388.6167367820162,1
3928,19464,19759,19616.91221374046,64.02554895919936,13910,15008,14363.030534351145,216.80991917434548,10256,12976,11176.637404580153,439.40810532849565,5783,7930,6533.015267175572,308.7867784994585,9322,13861,10621.541984732825,842.475095421355,20496,35258,25007.77099236641,2992.398333653152,24969,45416,30817.148854961833,4016.702768979894,22118,45760,29233.34351145038,4694.809016221403,7291,8946,8201.019083969466,414.34303239075217,180,229,199.51526717557252,13.922829696605438,10617,22167,14291.06106870229,2354.368214814136,4129,8618,5662.900763358779,933.3452136599901,1
3795,19824,20037,19904.41176470588,56.8623529398242,13910,15384,14588.745098039215,314.006088975802,10338,13631,11672.37908496732,707.5725788453105,5980,8618,7104.8758169934645,570.0462808898578,9863,15057,11621.424836601307,1207.6857829058088,21053,34389,26459.849673202614,3154.275916767777,25477,41189,31769.04575163399,3754.498612931971,22528,42778,30269.071895424837,4612.906923941637,7897,9208,8210.183006535948,262.6709076473717,180,246,205.0261437908497,16.82044651837053,11698,21004,15251.333333333334,2134.6759041330547,4932,8962,6345.4575163398695,904.435988528467,1
2070,19333,20218,19858.178685386087,228.04977116622456,13418,17514,15091.849393746012,733.2187548570386,9142,17416,12951.697511167837,1633.2436166440143,5308,12157,8670.468410976388,1673.7124337543341,7373,21659,15140.810465858329,3594.7493563141998,16285,45580,32767.63433312061,6638.4162649207465,22167,56196,39940.50414805361,7716.176134520426,15483,59244,39819.0089342693,9451.306606789476,7618,11944,10022.2897255903,1073.7984390585998,147,246,200.97000638162092,18.03771115755559,10027,39550,26481.20676451819,7869.924060980233,3523,17842,11532.024888321634,3787.294620498452,0
781,19300,19513,19407.73680672269,51.84400946622543,13369,14975,14154.547899159665,233.29989278732657,9224,12435,10886.232941176471,479.65783237488824,5374,7258,6245.945546218488,290.0680332707173,8356,12239,9936.10924369748,567.409944876547,22790,37765,29675.886386554623,2846.1545500710786,28344,49954,38101.2625210084,4029.3548608863266,22380,54689,37152.58050420168,5544.6996816315905,8012,9814,8917.199327731092,363.4952483356189,131,246,204.6450420168067,22.008044093698274,10862,18333,14699.22655462185,1304.3604006912701,3883,6635,5256.144537815126,440.25055198214653,0
0,20054,20496,20224.603960396038,133.25652666382493,13484,18645,14867.24092409241,1023.5574077881954,9109,18268,12091.38283828383,1998.8779274749122,5095,16728,7820.877887788779,2387.5977601548652,7684,25198,12990.320132013201,3640.1481310061145,16613,45907,27363.567656765677,6715.515979616553,19972,54116,32754.719471947195,8084.810007779903,13631,59096,32088.58085808581,11749.447914811484,6996,9372,7914.755775577558,693.062919929709,180,246,215.4257425742574,10.019136674190458,7930,34996,17077.247524752474,5845.228239320908,3195,16105,7185.504950495049,2784.567596381955,1
4266,19366,19824,19503.064516129034,129.09966011377517,13517,15433,14241.955794504182,276.78023614619406,9437,13959,10991.468339307048,655.3183585316864,5407,8536,6345.132616487455,471.62834713898786,8536,14647,10136.996415770609,1059.6672687297937,18989,32800,24659.929510155318,2683.462612892573,21971,39813,30243.940262843487,3543.8438659866506,19398,44203,29086.230585424135,4548.524198868307,6488,7717,6954.469534050179,335.80747469861757,164,246,207.72759856630825,17.302077294401837,9519,22839,12789.384707287933,2205.8677846918936,3572,10125,5012.873357228196,1005.5713489576577,1
3323,19300,19890,19540.893287435458,126.92163128680745,13500,15024,14182.148020654045,281.49904011790915,9322,12484,10777.423407917384,640.0799566040304,5489,8716,6407.636833046472,467.722368574578,7897,13484,9718.917383820999,1147.2646013294943,15597,29884,21927.507745266783,3984.6211150701524,18268,36159,26565.965576592083,5261.045424227562,14483,37715,25300.43717728055,6004.1711710170775,6226,8061,6873.795180722892,344.085404046698,180,246,216.89672977624784,13.877990833727477,7143,18661,11185.027538726334,2454.8303535368987,2884,8323,4465.90017211704,1021.7753408539722,1
1193,19316,20152,19611.069026548674,227.31866957252,13828,15433,14406.219469026548,310.82524693826167,10387,14123,11594.955752212389,765.7197711654294,5865,9011,6763.642477876107,630.2065032826151,9257,16957,11475.185840707965,1758.6763805433138,19136,37896,26582.729203539824,4544.569472987609,23756,47316,32221.313274336284,5798.693436532556,20431,48348,31078.334513274338,6576.850575841786,6521,11600,8337.57168141593,1323.4216181455738,229,246,235.9504424778761,8.357563729079741,9568,24330,14232.318584070796,3653.896606607599,3670,10551,5777.353982300885,1632.7879004310007,1
3798,19808,20037,19932.95541401274,52.57610122225736,14467,16531,15720.445859872612,424.0843623996338,11370,16056,14250.343949044585,874.1992202029886,7438,11862,9674.96178343949,985.4573763373589,13009,19103,16787.171974522294,1335.762108279468,26263,40140,36287.64331210191,2811.8824236609694,30638,49168,43921.71337579618,3786.074669353868,27885,50560,44930.52229299363,4517.4883735231715,8356,9732,8853.044585987262,354.34261990283596,197,229,217.38216560509554,10.15330577891215,17580,28835,24644.165605095543,2351.2862392623274,7815,12583,10676.47770700637,1194.670007929793,1
4252,19448,19857,19568.566027088036,82.79419558923131,13566,15499,14438.68453724605,270.1381247902491,9273,14565,11330.50677200903,590.9358481178043,5308,8421,6645.957110609481,375.20923939823285,8798,14975,10721.610609480813,905.5839807095127,20791,38764,27766.304176072234,2629.9255709036174,24084,47333,34374.66252821671,3342.1240119037316,21086,50020,33209.800225733634,4250.321777041973,6685,8831,7404.118510158013,330.8791380761761,147,246,198.51749435665914,20.634933583978533,10617,23101,14981.177200902934,1706.8982833309708,4178,9929,5719.55079006772,775.2466178748953,0
766,19169,19546,19336.163569532368,60.709961323335236,13041,15581,14174.010210332857,340.90150501575977,8503,13467,10994.313661425362,733.0560378501485,4817,9339,6305.000408413314,470.07917728606776,6816,16171,10462.84521135389,1105.950301396365,18022,43515,32295.398611394732,4602.174877756654,21348,58293,42058.192158464364,6438.358481501636,16974,63569,41007.851337553606,8294.733124818491,8716,12452,10167.765979170921,596.4994323227047,147,246,196.80314478251992,20.449144156835985,8520,24608,16877.998774760057,2702.7970990185086,2982,9945,6094.511129262814,1036.8947058046742,0
2418,19595,20283,19723.38736724427,123.51368907438768,14057,15892,14694.88373392957,249.32363712539163,10584,14336,12018.406372275014,535.0784292185174,6291,9535,7249.288429290106,425.517472867092,10568,16892,12189.990497484629,906.5938528953183,22593,35798,26178.620458356625,2199.0099527065395,26968,42418,31259.40581330352,2674.5048172587517,23265,42893,30400.588596981554,3224.416023338746,7111,9732,8033.605366126328,594.6290318477579,147,246,210.61989938513136,23.879911168097944,13041,25428,16184.715483510341,1842.2578338324406,5489,11403,6894.384013415316,901.9940666972603,1
4101,19349,19628,19435.88765822785,53.37627690545918,13418,14565,14071.012658227848,204.71621256722815,8929,11829,10432.696202531646,449.2440022191538,4981,6848,6071.199367088608,290.14408489507315,7668,10436,9052.025316455696,490.11270273723113,17645,27803,21459.09335443038,2042.8213401267756,20873,35127,26303.993670886077,2761.333281882292,12927,37650,24633.70569620253,3727.1964022546777,5833,7225,6296.712025316456,284.69267126250656,147,213,173.0522151898734,16.292193367167815,7963,15155,10832.196202531646,1213.7203682853158,2834,5865,4263.833860759493,470.5567291755972,1
1108,19595,19808,19712.8338762215,43.70967765616129,13926,15515,14789.42671009772,247.88535690122865,10371,13746,12731.00325732899,538.8300784195193,6390,7831,7255.765472312703,320.7237596640613,11518,15417,13822.824104234527,868.4879415199531,30343,40664,36408.52442996742,2059.401923369129,37158,51658,44753.667752443,3023.545334742019,30048,58605,44064.97394136808,4131.206636436452,9863,10977,10410.837133550489,249.70461935512597,229,246,241.5700325732899,7.462227204552216,17252,24707,21366.99674267101,1352.470085523871,6406,9470,8166.791530944625,560.9135715210933,0
576,19562,19644,19600.75,24.382114346381037,13664,14713,14118.7,282.03476736033804,10928,12730,11556.25,530.4500801206462,5947,7258,6583.0,373.77239063365823,10371,14287,12029.8,1249.2627665947625,28590,36175,31136.35,2154.061797511854,34619,43237,37783.3,2513.460664104374,29589,44318,35432.25,3938.9073976802247,9077,9765,9398.6,191.6174313573794,213,213,213.0,0.0,14516,19448,16443.65,1476.122700692595,5472,7897,6469.95,679.0608569929502,0
3137,19333,20447,19718.664290805416,199.28371534674258,13353,16728,14873.688524590163,582.7389912482766,9093,15597,12865.915181753386,1201.8890876952432,5194,11419,7823.3806129722025,1266.6684451468068,8241,18530,14224.928011404134,2198.3504834282944,20414,40664,33733.97647897363,4309.604104258425,23822,52149,41198.14468995011,5662.834833529709,17760,52854,40856.03777619387,6926.977409936795,7471,10305,9205.528866714183,631.9655056025513,164,246,199.2366357804704,15.502774610165826,10338,28180,20728.835352815397,3796.308813941517,3998,12943,8430.930862437634,1987.4516059939588,0
3513,20005,21741,20758.52570093458,418.5763664770227,13713,18530,15997.532710280373,973.9349089512926,9355,17481,13624.10046728972,1657.222500896128,5849,15139,10102.806074766355,1961.0793035527427,8356,20496,15463.10046728972,2761.974469266196,16597,37814,30179.404205607476,5503.94596407004,19333,46038,36105.009345794395,6685.897831480583,11927,48332,35294.759345794395,8449.439454422685,8487,9912,9129.36214953271,399.0086104135656,213,246,225.33177570093457,7.974094717678764,12861,39944,29352.82476635514,7192.27355418102,5407,21643,14397.364485981308,4092.1912426248346,0
1796,19267,19529,19455.971655328798,80.7801830407051,13713,14844,14293.726757369615,182.24673399126547,9879,11796,10945.65873015873,333.9435643485529,5472,7258,6599.335600907029,281.0040038572806,8487,10879,10022.022675736962,486.7056078289628,19251,29081,24698.81859410431,1985.6063174298988,21774,36700,30684.25850340136,2751.516419887941,20103,40157,29641.83560090703,3375.810741819351,6291,7684,7138.018140589569,385.3399972791801,147,229,195.26190476190476,19.857670999028787,8782,14893,12824.092970521542,1315.1406184251803,3539,5898,4993.549886621316,500.080227469436,1
3179,19480,21332,19998.863520408162,414.10578204156946,14041,17809,15091.004464285714,749.2528978619703,10502,15401,12387.949617346938,1085.6165636883243,6177,13795,8325.044642857143,1718.190568858757,9912,19988,13026.969387755102,2301.8143742716757,20709,34488,26514.97895408163,2726.14560878484,24543,42188,31853.404336734693,3326.1991492376637,22151,44351,31464.519132653062,4097.110946203592,6750,9273,7605.167729591837,602.4914190297976,147,246,188.25892857142858,20.87292814782549,10289,38059,18437.86224489796,6578.570980506659,4161,21659,8550.59375,3911.7752549894367,1
2143,19644,20005,19765.767068273093,74.80385301267258,13910,15646,14603.746987951807,338.1616558139244,10060,13451,11415.881526104418,725.331019861673,6013,9486,7162.142570281125,633.5807478222995,9306,15040,10985.204819277109,1339.6476032975804,20250,33046,24830.67269076305,3001.176332843585,24166,39927,30384.78514056225,3795.6385967910433,18874,41566,29413.47389558233,4212.412846848045,6586,9519,7913.975903614458,815.9585533990971,147,213,187.42168674698794,14.622659822597758,10961,24166,14500.112449799197,2950.1902469805464,4194,10781,6082.682730923695,1348.0481515951305,1
2265,19218,19775,19388.37810218978,91.95732961211421,13304,15171,14133.642335766423,280.629447269591,9306,12681,10806.474452554745,605.6304151149375,5210,8765,6275.995620437956,414.05716483022337,7979,13222,9854.424817518247,928.7848111212264,20218,32292,26438.801459854014,2994.228380671439,23822,40681,33255.849635036495,4000.4961589203363,18792,48054,32486.294890510948,5632.050029901809,6701,8421,7695.401459854014,390.3584214848531,180,246,200.39270072992701,19.24674068544145,9535,20136,13541.103649635037,1599.6220893301054,3473,8700,5098.766423357664,705.9165772632705,0
3425,19529,19923,19711.660637381567,87.74466858871607,13779,15614,14749.69595176572,304.9793764238898,10404,13680,12140.900086132644,569.2388411152856,6062,9404,7516.447889750215,606.9163619215341,9503,15679,12445.049095607235,1101.546424615291,19939,32915,26530.0,2234.7171997733767,22986,39321,31722.17398794143,2845.7640855682516,21201,39780,31142.42980189492,3499.1221052968117,6603,9339,7550.745047372954,622.09453414876,180,246,199.34539190353144,15.153208324339444,10731,24445,16743.141257536605,2512.1714558583426,4358,10649,7263.46856158484,1212.6509720167815,1
1575,19153,19316,19233.41600790514,36.400031770823134,13304,14991,14051.780632411068,303.9222279672293,9355,13140,10805.407114624506,650.1030051166008,5194,7618,6186.266798418972,431.1614312606659,8143,13189,9875.372529644268,980.1193726987804,19677,36995,26983.491106719368,3896.2559515057824,24969,46743,34107.295454545456,5041.326186043709,20873,56131,33260.63833992095,6612.19938471263,6996,9978,8191.997035573123,617.6391515542989,147,246,187.25296442687747,19.048804624315284,8667,19235,12851.03557312253,2266.4111198869464,3080,7471,4672.451581027668,868.9683803652325,1
3533,20365,20988,20713.80198019802,160.15790597895554,14369,16023,15035.267326732674,370.83918457148746,10486,14483,12181.881188118812,856.5835117584334,7012,11419,8429.663366336634,873.6752832369488,10961,17694,13766.217821782178,1526.8835120874037,22380,33619,27082.019801980197,2924.077974269476,25378,40533,32438.19801980198,3880.0718912901907,20234,43073,29767.51485148515,5046.205314051501,9716,11419,10519.485148514852,456.91439529841756,229,229,229.0,0.0,14844,26181,19764.970297029704,2905.3102233956424,6701,12091,8883.574257425742,1384.7675527607166,1
550,19153,19349,19253.850775193798,57.07725469287256,13631,14598,14124.011627906977,174.7893412605018,10142,12140,11001.434108527132,411.7195665404637,5521,7029,6251.753875968992,240.01857059228337,8946,12845,10322.368217054263,649.0681215648361,21184,30490,25466.68604651163,2313.1777720938735,26509,39567,31782.887596899225,3104.5257160271794,23036,41910,30792.61434108527,3613.120991461761,6472,8143,7231.492248062015,435.27121761683696,147,213,182.97093023255815,14.451775188931343,9634,15843,11962.321705426357,1286.4145658633179,3719,6291,4635.806201550387,520.915474366436,1
4120,19726,19906,19821.035433070865,40.705040465532505,13992,16204,14998.677165354331,533.0607857361134,10568,16449,13292.751968503937,1329.872466465508,5996,11141,8089.472440944882,1283.772162720446,10764,21512,14799.220472440946,2450.750445612016,26411,46432,35968.90551181103,4065.183566829038,32768,59244,44326.99212598425,5168.814576469372,26984,60669,45204.24803149606,7658.949009788704,9175,10764,9809.452755905511,333.29708752912484,197,246,217.6259842519685,11.51436427516384,15958,34177,22943.437007874014,4097.727132872663,5882,14434,9100.409448818898,2039.3516159441526,0
1495,19382,19759,19514.30503144654,93.29606306532757,13664,15171,14236.993710691824,259.6467967835179,10076,13517,11050.396226415094,667.7552937362639,5636,8175,6393.25786163522,448.59711041160443,8798,14385,10393.163522012579,1346.0883552178157,19136,33341,23391.990566037737,3336.922681781484,22200,40550,28192.43396226415,4098.766981380083,19710,41598,26769.12578616352,4285.290023785021,6799,9896,7789.855345911949,658.6645755620626,197,229,220.24528301886792,11.23489453037186,9273,17170,12081.600628930817,1977.9372953347977,3719,7176,4803.411949685535,824.7017052392341,1
2178,19316,19480,19410.32512315271,37.370633466326055,13893,14762,14298.64039408867,161.8493605522578,10486,12288,11426.35960591133,378.3587368328842,5947,6979,6537.142857142857,227.0937704496942,9552,12550,11202.945812807882,702.1203790094676,27967,39567,34784.42857142857,3343.1240439111407,34652,51461,44663.768472906406,4942.927668054316,30588,54034,43867.95566502463,5566.129153788574,8372,9994,9165.236453201971,466.7779012705227,147,197,184.07881773399015,14.141567648180306,13402,19661,17295.22660098522,1992.0226910991662,4473,7045,6084.07881773399,762.6422268675908,0
416,19169,19529,19344.30005173306,89.19215516621641,13402,14893,14027.33574754268,228.44190199386054,9486,12632,10655.262286601139,487.5807715705419,5374,7602,6115.428349715468,324.0390443911512,7668,12255,9392.624418003104,767.6046662211515,16859,30998,21476.84480082773,2582.12560002397,20218,38436,26007.77030522504,3254.836347697463,17416,38764,25147.696326952922,3806.524064833045,5636,8208,6566.883600620797,623.0469299182598,180,246,206.9467149508536,18.64959249910819,6898,16990,10397.712364200725,1927.6079129186137,2671,7356,4168.17589239524,833.5593475112471,1
3463,19792,20807,20282.673185795164,178.12518147164855,14139,17481,15542.944415851776,424.8949190410769,10584,16793,13279.885229027277,643.303942657144,6930,13549,10333.998970663923,1245.3306737067492,10649,19529,16809.762223365928,1214.8230216075453,19726,39813,31513.071538857435,3063.2266638229353,23789,48987,37963.00411734431,3977.1572344461683,20381,53362,38151.2671127123,4556.846560574303,7569,10420,9264.5934122491,491.19585648343315,197,279,237.53628409675758,17.304413116747664,16040,36536,30502.507462686568,3292.3777444839984,7618,19398,14160.576428203809,2067.7733793947073,1
3983,20005,20906,20441.268907563026,186.17437975596445,14254,17580,15923.991596638656,453.0957040363749,11551,15368,14130.850140056022,482.44879115343895,7094,13992,10775.487394957983,965.3034808106737,12960,19284,17388.26330532213,773.6230294754242,26574,38043,31953.37675070028,1916.0960104034766,31571,46087,38144.03781512605,2426.3607756094216,29966,48119,38433.24369747899,2947.136111064121,7569,9814,9150.459383753501,398.77418847304716,197,262,234.24789915966386,11.673614688698416,23396,38862,33527.71988795518,2425.7967999843995,10240,20365,16460.380952380954,1605.7796122128755,0
1238,19267,19448,19337.965811965812,40.336391412767185,13730,14582,14159.888888888889,179.50905401910458,10109,12288,11044.017094017094,467.0556068379168,5882,6881,6342.08547008547,238.58935764981925,9109,11174,10351.538461538461,553.3152690666042,23036,33456,29971.65811965812,3056.792462144283,27689,43990,37789.4358974359,4619.456021892464,23396,47300,37393.80341880342,5969.460094184121,6996,8651,7836.504273504273,433.8063813240461,197,213,206.16239316239316,7.915102155754003,10666,16285,14303.153846153846,1625.0087474603986,3981,5833,5166.948717948718,538.8830779762208,0
3090,19382,19546,19448.276995305165,48.20260728133166,13762,15073,14297.974178403756,223.17872538550927,10010,12779,11156.354460093897,473.0905318787801,5849,7192,6396.917840375587,241.49955104699347,8946,12190,10315.295774647888,656.2033792648984,22315,37453,29890.176056338027,3506.744417258164,26591,46890,37705.8544600939,4793.750541185744,23183,50577,36481.43427230047,5838.382970520913,6734,8831,7824.450704225352,474.2951960709027,147,229,178.63145539906102,25.084792285069852,10436,17793,14675.293427230046,1814.6843698718706,3965,6488,5357.368544600939,600.1347797338849,0
1794,19300,19661,19389.801452784504,66.17849001195403,13435,14729,14146.202179176755,218.60950413446034,9421,12665,10751.56779661017,511.57553330401794,5554,7668,6310.771186440678,323.3255013879123,7913,12615,9485.688861985473,818.3154306948103,15614,26394,20909.198547215496,2154.582153453082,18448,32718,25400.193704600486,2723.533680838654,14778,34455,24431.52421307506,3461.3352428589333,5439,7356,6182.921307506053,391.35181048540363,147,229,186.6598062953995,17.02004961998039,6930,15352,9932.964891041162,1333.4539986681098,2834,6832,3948.230024213075,583.26279415066,1
1295,19185,19349,19267.01227830832,38.892318012722804,13418,14942,14097.657571623466,256.61770806141254,9486,12747,10884.93315143247,550.1635596122904,5243,7078,6216.643929058663,336.2931062263098,8044,12943,10057.051841746248,818.2372811939246,20152,37552,27048.798090040927,3824.6038987619004,24789,48905,33986.042291950886,5142.352775774624,19792,53264,32831.522510231924,6177.318208755463,7455,10404,8626.93587994543,595.8153778736494,180,213,188.07912687585267,9.604271633857381,8307,18809,12904.922237380628,2224.324461597381,2982,6996,4743.577080491133,802.8110986756626,1
2775,19398,20168,19556.9568,145.62445856984328,13812,15581,14378.552,289.21644368189027,10158,13549,11272.1776,564.4665889654054,5849,9109,6694.5648,490.25681045851877,9257,15614,10786.1824,1118.8264388770226,19857,34930,23981.4608,2742.1711197632,24199,42385,29014.0528,3424.621623772787,19808,44973,27459.5584,3882.511421874949,6701,9601,7479.9024,605.1200621977757,147,229,178.2368,19.63592436734263,9306,20873,12516.9504,2170.62979522991,3735,8978,5102.1632,997.2190173506319,1
440,19398,19529,19473.333333333332,31.21346173106589,14090,14795,14479.449275362318,148.91462744670466,10961,12484,11738.833333333334,313.39891196257156,6177,7471,6963.173913043478,271.68411732989796,10125,12452,11613.376811594202,549.2657180523059,22134,29311,25658.115942028984,1631.793261239613,26558,35209,30718.340579710144,2044.9378237115282,23658,35389,30443.739130434784,2524.554781538826,6668,7274,7036.094202898551,156.3794107653599,180,213,206.2608695652174,8.39884770204325,10862,14188,12784.81884057971,755.6210540516934,4620,6013,5380.144927536232,294.34325202134664,1
17,19890,20201,20030.72137030995,49.988442547596165,13631,15040,14303.033278955954,209.10349350720008,9503,12714,10899.39347471452,458.7648967562326,5308,7340,6272.701468189233,287.90350808077693,7930,12779,9889.32691680261,702.7035608494248,17465,37388,24594.190864600325,2945.0796344570003,20824,46513,30492.589885807505,3816.9103783523724,14729,52330,28994.50277324633,4570.753996513934,6586,9535,7471.843393148451,425.4547548146093,164,246,199.2590538336052,18.911076458199535,7651,19136,11844.023817292007,1653.25217853403,2851,6898,4525.983034257749,578.8315854200282,1
